appeal_id,title,content,publish_time,region_city,region_district,complained_unit,category,subcategory,root_cause,confidence,tags,qualitative_analysis,evidence_suggestion,llm_reason,llm_model,route,priority,matched_keywords,created_at
FJ26080420247,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。",2026-08-04 21:29:27,,,,形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['评比创建', '证明', '借调']",该投诉涉及鼓楼区政府在信访数据造假、督办空转、堵截网上信访等问题，反映了基层信访工作被人为干扰，属于形式主义为基层增加负担的情况。,建议调取鼓楼区政府信访数据管理的相关记录，以及与信访工作人员的谈话记录，以核实是否存在数据造假、督办空转、堵截信访通道等问题。,投诉内容涉及信访数据造假、督办空转、堵截网上信访等问题，属于形式主义为基层增加负担的情况。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 15:43:04.746379
LY26080420534,投诉：新罗区白沙镇政府让村干部摸排村民户籍信息的问题,诉求人来电反映新罗区白沙镇政府发了根据龙岩市新罗区人民政府办公室关于开展全区医保基础数据治理专项工作的通知，要统筹做好医保基础数据梳理汇总，安排各个村干部去开展户籍和常住人员信息全面摸排登记，户籍信息派出所就有，为什么要让村干部再次摸排？村干部去摸排很容易造成村民数据泄露和引发村民反感，希望不要让村干部去摸排户籍信息，只要摸排外来常住人员信息即可。,2026-08-04 16:59:31,龙岩市,新罗区,,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映的是新罗区白沙镇政府要求村干部重复摸排户籍信息的问题，这可能是因为上级部门要求进行医保基础数据治理专项工作，导致基层负担增加。关键现象是重复工作和数据泄露风险，因果链条是上级要求-基层执行-增加负担。,建议调取新罗区人民政府办公室关于开展全区医保基础数据治理专项工作的通知，以及新罗区白沙镇政府的具体工作安排和执行情况，了解是否存在重复工作和数据泄露风险。,该条目反映了基层重复工作的问题，属于层层加码/一刀切的范畴，核心根因是为应付上级检查/考核/指标而增加一线无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 15:52:07.212955
ND26080420463,关于三都澳新区学校建设问题长期反映未得到有效解决，请求督查督办,"本人及广大业主自2024年以来，多次通过12345、市教育局、市信访局等渠道反映学校建设问题，但长期得到的回复基本一致，均为""等待资金""""正在推进""""方案优化""等内容，没有任何明确时间节点，也没有实质性进展。相关投诉记录及回复材料已整理成附件。

群众并非要求立即建成学校，而是希望政府能够依法公开项目真实进展，明确责任部门和时间安排。

因此，请市政府督查部门：

督查教育局、发改委、财政局等相关部门项目推进情况。
核查长期未推进的原因。
督促明确建设时间表。
督促相关部门避免长期使用模板式回复。",2026-08-04 15:31:38,宁德市,蕉城区,,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映学校建设问题长期未解决，且回复多为模板式，表明存在层层加码和一刀切的问题，为了应付上级检查/考核/指标而增加一线无谓负担。,建议调取项目推进记录、回复材料、上级部门的检查记录等，以核实是否存在层层加码和一刀切的问题。,该条目反映学校建设问题长期未解决，且回复多为模板式，表明存在层层加码和一刀切的问题，为了应付上级检查/考核/指标而增加一线无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 15:56:38.447069
NP26080420342,村委不盖章,"情况反映

尊敬的相关主管部门领导：
您好！我是邵武市大竹镇谢敦村村民。因自家房屋楼顶存在漏雨问题，计划安装光伏项目，该项目政策说明安装不仅可解决屋顶漏水问题，每块光伏板还可享受450元补贴。按照办理要求，需要村委会出具证明并加盖公章，证实该房屋产权归我本人所有、我系本村村民。

我找到村书记张令飞申请办理该产权及村民身份证明盖章手续，遭到拒绝。该项目是我自行在外对接选择的业务，并非村内人员承接的光伏业务。在我申请盖章被拒后，发现了只有选择在本村人手上做光伏业务，村委会才给予盖章；若是自己在外找的业务，则不予盖章。

我作为本村合法村民，申请村委会出具证实本人房屋权属、本村村民身份的基础证明材料，本属于村委会应尽的工作职责，却因我没有选择村内人员承接的光伏业务就遭到拒办。出现“谁在本村人处做光伏就给谁盖章，在外自主选择服务商就不给盖章”的区别对待情况，利用盖章权限变相强制村民指定业务服务商，变相干预村民自主选择市场服务商的合法权利。

当前持续推进扫黑除恶、整治基层微腐败、整顿基层不作为乱作为的大背景下，发生此类利用村级公章设置办事门槛、变相裹挟村民选择特定业务的问题，性质较为恶劣，损害群众切身利益，恳请相关部门介入调查核实，督促村委会依规为我办理正常证明盖章手续，纠正该违规行为。",2026-08-04 13:22:56,南平市,邵武市,,形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,['评比创建证明借调'],该条目反映的是村民在申请房屋产权及村民身份证明时，因选择的业务服务商不同而受到区别对待的情况。这属于利用村级公章设置办事门槛，变相干预村民自主选择市场服务商的合法权利，属于评比创建证明借调的范畴，增加了基层负担。,建议调取村委会盖章的记录，了解盖章的具体情况和政策背景，以及是否有相关文件或通知规定了盖章的条件。,该条目反映的是村民在申请房屋产权及村民身份证明时，因选择的业务服务商不同而受到区别对待的情况，属于评比创建证明借调的范畴，增加了基层负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 16:00:17.634323
PT26080420594,致：莆田市12345平台监管专班、莆田市纪委监委、莆田市信访局,". 荔城区12345平台违规合并工单：将本次全新独立诉求，强行并入无关历史旧工单PT26072020647，未单独建档、未分流至自然资源主管部门专项核查；

2. 敷衍办结结案：直接套用旧工单答复内容，对本次新反映的土地违法问题不作调查、不作回应，草率标记“办理完毕”；

3. 变相包庇属地：刻意混淆多起不同案由的群众诉求，帮助西天尾镇相关部门回避问题核查、推诿履职义务，纵容基层部门不作为、慢作为、乱作为，堵塞群众合理维权渠道。",2026-08-04 12:24:22,莆田市,荔城区,,形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['违规合并工单', '敷衍办结结案', '变相包庇属地']",该条目反映了12345平台在处理工单时存在违规合并、敷衍办结、变相包庇等问题，这些行为可能为了应付上级检查/考核/指标而增加了基层的负担。关键现象是平台在处理群众诉求时的不作为和推诿，导致基层部门不作为、慢作为、乱作为，堵塞了群众合理维权的渠道。,建议调取12345平台的工单处理记录、相关领导的谈话记录以及涉及的基层部门的工作记录，以核实是否存在为了应付上级检查/考核/指标而增加一线无谓负担的现象。,核心判断依据：平台在处理工单时存在为了应付上级检查/考核/指标而增加一线无谓负担的现象。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 16:01:39.750427
XM26080420884,有关垃圾分类部门三天两头到店铺拍垃圾桶等问题,海沧区新阳街道垃圾分类部门（不清楚什么部门）的工作人员三天两头到新阳商业中心的店铺（其是该处的商家）拍垃圾桶，拍完之后还需要和店主合影，搞得附近的店主烦不胜烦，都产生了反感的情绪。这种工作本来就是形式主义，但是不配合拍照又好像在为难人一样，要求有关部门调查处理，取消这种形式主义的工作。,2026-08-04 10:51:32,厦门市,海沧区,厦门市海沧区人民政府新阳街道办事处,形式主义为基层减负,指尖形式主义,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['垃圾分类', '形式主义', '拍照合影']",该条目反映的是垃圾分类部门工作人员频繁拍照并要求合影，这种行为属于留痕式填报，增加了基层一线的负担，属于形式主义为基层增加负担。,建议调取垃圾分类部门工作人员的拍照记录和合影要求的相关文件，以及附近店主的访谈记录。,该条目明确指出拍照合影属于形式主义，增加了基层一线的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-06 16:06:35.765077
FJ26080220115,福建省12345平台不到三月三换号，就是用“处理完毕”遮丑,"福建省12345平台不到三月三换号，就是用“处理完毕”遮丑

2026年3月14日22:33，再次收到1068423541212345。
不到三个月频繁换号，我问题没解决，你们就不断换号挡枪。
你们向来只用“处理完毕”三个字遮丑，却偷偷干着删地点、改内容、合并推诿的勾当。
向上一级机关说“已受理、已抄告、已合并”，实质是逃避责任、制造假流水。
就是不敢直面我没解决的事，更不敢删了内容再承认。
反而在后台不停换号、做假数据、隔离我。这种只盖章、不办事的做法，本身就是失职。别再装死，出来正面给个说法",2026-08-02 19:26:28,,,"福建省12345中心
福建省12345中心",形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '弄虚作假']",该条目反映的是12345平台频繁换号，用“处理完毕”遮丑，实质是逃避责任、制造假流水。这表明为了应付上级检查/考核/指标而增加了基层的无谓负担。,建议调取12345平台的后台数据，查看换号记录、处理完毕记录等，以核实是否存在弄虚作假行为。,该条目反映的是平台为了应付上级检查而频繁换号，制造假流水，属于台账留痕迎检的典型形式主义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:46:28.589066
FZ26080220228,关于罗源县12345政务服务便民热线中心不履行督办职责、纵容承办部门以信访打包规避实质办理的投诉,"本人通过福州市12345平台反映涉及罗源县西外路改造项目相关问题。罗源县12345中心多次将新诉求不当归并、甚至越权代替承办单位直接答复，至今未作实质处理。
近日，罗源县土地收购储备中心向本人出具《告知书》（罗地储信访告知〔2026〕1号），将本人通过12345平台反映的所有诉求事项，统一打包归并为一个信访件（编号：罗源信来信〔2026〕15号）。

该《告知书》恰恰证明：承办部门至今未对本人提出的各项具体诉求作出任何实质性分别答复，而是以一份笼统的告知书将所有问题""一包了之""，实质上变相剥夺了本人通过12345渠道获得实质答复的合法权利。

更严重的是，罗源县12345平台作为督办机构，非但没有履行审核督办职责、纠正承办部门的错误做法，反而以此为由搪塞本人，助长了承办部门不实质办理、以信访件打包替代具体答复的违规行为。平台对此负有不可推卸的责任，其行为已构成行政不作为。

投诉请求：

1. 确认被投诉人未依法履行督办职责的行为违法；
2. 责令被投诉人依法履行督办职责，将本人诉求重新独立转派有权处理的职能部门办理；
3. 督促承办部门就本人各项具体诉求分别作出实质性书面答复，不得以信访打包方式替代；
4. 书面告知本人处理结果。

证据材料：

1. 罗源县土地收购储备中心出具的《告知书》（罗地储信访告知〔2026〕1号）
2. 12345平台相关诉求件归并及答复截图。

综上所述，请贵单位依法调查处理，并书面回复本人。
此件请福州市12345平台督办。

投诉人：欧钗俤
联系电话：18950226656
身份证号：35012319430318001×
日期：2026年8月2日",2026-08-02 08:28:53,福州市,罗源县,"罗源县12345中心
罗源县12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['12345平台', '督办不力', '信访打包']",该条目反映的是罗源县12345政务服务便民热线中心在处理诉求时存在台账留痕和数据造假的问题，即通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加。核心根因是为应付上级检查/考核/指标而增加一线无谓负担。,建议调取罗源县12345平台相关诉求件归并及答复的详细记录，以及罗源县土地收购储备中心出具的《告知书》等材料，以核实诉求打包归并的具体情况。,该条目反映的是通过将多个诉求打包归并为一个信访件，导致基层工作人员在处理具体诉求时负担增加，属于形式主义为基层增加负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:43:22.818969
FZ26080122016,关于晋安区桂香苑一座2梯加梯，康山社区协调会违规投诉书,"康山社区于组织晋安区康山路桂香苑2梯加建电梯协调会，只是走形式，并未完全通知相关反对业主到位！未把开协调会真正的意义放在工作上，纯走形式！
第一，协调会时间通知不到位！通知了104业主周一下午（8月3号周一下午4点开协调会）。社区工作人员于7月31号（周五）致电103业主说下周一开协调会（并未说具体时间），103业主回复将协调会放在小区对面的旧社区会议室开，因为妻子怀孕月份大无法走到现新社区会议室，社区工作人员回复请示领导！后面社区便再无回复！第二，相关人员时间协调不到位，低层车库业主没空，提议退迟到8月10号之后，社区也无视其答复。第三，社区致电104业主说开协调会，提到你们低层的业主不来，视为弃权！什么叫视为弃权，我们低层业主递交的反对意见书，是提交的玩的吗？这不是协调，是挑起矛盾！分明自己工作职责通知协调不到位，反将因果推给百姓！
这样是要开协调会吗？不就是赤裸裸帮高层业主走形式，无视低层业主的合理权益，社区的职责又是什么？现只要求公平公正的对待这件事！
投诉康山社区工作不规范，不认真，同高层加梯业主侵犯低层业主权益！
康山社区这样的行为，真的很不尊重人！",2026-08-01 19:25:35,福州市,晋安区,福州市晋安区岳峰镇人民政府,形式主义为基层减负,会议文件泛滥/层层陪会,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['会议文件泛滥', '层层陪会']",该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。关键现象是社区工作不规范，未真正重视协调会的意义，导致基层负担增加。,建议调取社区组织协调会的相关会议记录、通知记录以及业主反馈记录，以核实社区是否真正通知了相关业主并听取他们的意见。,该条目反映的是社区在组织协调会时存在形式主义，未充分通知相关业主，导致协调会流于形式，增加了基层工作人员的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:23:16.344887
QZ26080120516,该门店存在违反劳动安全卫生规定的管理制度：,"该门店存在违反劳动安全卫生规定的管理制度：
 
​
1. 全体收银员上班期间强制全程站立，不允许坐下休息，没有配备休息座椅，长时间站立容易造成下肢、腰腿职业病隐患，未提供合理劳动保护条件。
​
2. 制度一刀切规定上班期间严禁购物。认可在岗应当专心工作，但建议区分在岗工作时段与合理休息时间，避免一刀切管理、随意处罚员工。
​
3. 要求所有管理人员、后勤人员手头工作做完后必须到现场，不允许留在办公室；如该安排导致无偿加班、侵占休息时间，请一并核查。
请求劳动监察上门核查劳动条件，督促门店整改，为收银员配备休息座椅、允许客流低谷短暂休息。",2026-08-01 12:10:32,泉州市,洛江区,"洛江区12345中心
洛江区12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映了一家门店存在违反劳动安全卫生规定的管理制度，如强制收银员全程站立、严禁购物等，这些规定可能为了应付上级检查而增加了基层员工的负担。,建议调取该门店的管理制度文件、员工工作日志、劳动监察部门的检查记录等，以核实是否存在为了应付上级检查而增加一线无谓负担的情况。,该条目反映了门店为了应付上级检查而采取了强制性规定，增加了基层员工的负担，符合核心判断逻辑。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 10:27:45.575175
