appeal_id,title,content,publish_time,region_city,region_district,complained_unit,category,subcategory,root_cause,confidence,tags,qualitative_analysis,evidence_suggestion,llm_reason,llm_model,route,priority,matched_keywords,created_at
PT26080820429,关于荔城区12345平台与北镇镇包片干部、村干部的的回复相关材料一事。,如果荔城区的12345平台只是传声筒，也是浪费纳税人的钱。北高镇包片干部和村里想看的材料，我附带了，我顺便抄送环保督查、纪委平台一份，慢慢来。2025年12月份的照片，水印都在，当时通过12345平台投诉村镇压下来，让他继续施工，就这种货色区里和镇里敢让这些人当干部？用来横行乡里鱼肉百姓？时间节点还有每次村镇答复都有，我就看你们这群里够不够判。,2026-08-08 14:01:47,莆田市,荔城区,,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切', '平台任务摊派']",该条目描述了荔城区12345平台在处理投诉时，要求包片干部和村干部提供大量材料，甚至抄送环保督查、纪委平台，这表明平台在任务分配上存在层层加码和一刀切的现象，增加了基层干部的负担。,建议调取12345平台的投诉处理记录，查看是否存在要求包片干部和村干部提供大量材料的情况，以及这些材料是否与实际工作无关。,该条目描述了平台在任务分配上存在层层加码和一刀切的现象，增加了基层干部的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 13:05:22.665727
FZ26080821173,成立业主大会筹备组事宜,"对投诉件处理情况的意见
         8月7日上午上渡街道滨洲社区居委会召集滨江假日花园小区新一期筹备组候选人开会，准备推选筹备组成员。但从出席会议候选人人选中我们发现，上渡街道办事处和滨洲社区居委会并没有认真履行职责，未按照“公告”中的要求对候选人进行认真审核筛选，将不符合条件的报名人列入候选人，进入推选环节。
         8月7日下午，滨洲社区居委会工作人员打电话向我说明投诉件处理情况（诉求编号：FZ26080420870）。根据她的说明，发现滨洲社区居委会存在以下错误做法：（1） 将“公告”要求的候选人应“常住本住宅区域”与有本小区住宅产权混淆；（2）将“曾是前一期筹备组成员但不履行筹备组安排的工作、很少参加筹备组会议”这种不符合“公告”要求的候选人应“具备必要的工作时间”的人列入合格候选人名单，还为其辩解说：之前不具备必要的工作时间不等于今后也不具备必要的工作时间。漠视事实和“公告”要求；（3）对存在以下不端行为的人视而不见，照样列入合格候选人名单：前一期筹备组个别人员伪造筹备组会议纪要，向政府部门套取小区业主个人信息用于个人目的，并干扰和阻碍业主大会投票、开箱计票。
         另外，滨洲社区居委会推诿责任，将审核合格候选人的工作职责推给了上渡街道办事处。
         总之，上渡街道办事处和滨洲社区居委会对成立滨江假日花园小区新一期筹备组的工作敷衍，草率行事。
         为此再次恳请政府相关部门派人下沉上渡街道和滨洲社区，指导并督促做好新一期滨江假日小区成立业主大会筹备组工作。",2026-08-08 14:00:31,福州市,仓山区,,形式主义为基层减负,评比创建/证明/借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['评比创建', '证明', '借调跟班']",该条目描述了滨洲社区居委会在成立筹备组时，存在错误做法，如混淆候选人条件、推诿责任等，这表明在评比创建过程中存在形式主义，增加了基层干部的负担。,建议调取滨洲社区居委会在筹备组成立过程中的相关文件和记录，查看是否存在错误做法，以及这些做法是否与评比创建相关。,该条目描述了在评比创建过程中存在形式主义，增加了基层干部的负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 13:08:41.665601
XM26080722732,关于同安城建公司基层员工名下不能有个体户的问题,同安城建公司过度解读《国有企业领导人员廉洁从业若干规定》，文件要求的是国有企业领导层人员，法条完整前提是禁止利用职权谋私、损害企业利益。现基层员工所开设个体户未与本企业的业务和服务对象业务无任何关联，只要有办理个体户的全都算作违规，明显曲解文件本意；违背制度设立初衷。存在过度解读文件，一刀切问题。请公司合理处理该事件问题。,2026-08-07 18:53:43,厦门市,同安区,厦门同安城市建设集团有限公司,形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['国有企业', '基层员工', '个体户', '过度解读文件']",该条目反映的是同安城建公司过度解读《国有企业领导人员廉洁从业若干规定》，将基层员工开设个体户的问题一刀切为违规，属于层层加码/一刀切问题，核心根因是为了应付上级检查/考核/指标而增加一线无谓负担。,建议调取公司内部文件、相关法规文件、员工个体户开设情况记录等材料，找公司相关负责人谈话，了解具体情况。,该条目反映的是公司过度解读文件，将基层员工开设个体户的问题一刀切为违规，属于层层加码/一刀切问题，核心根因是为了应付上级检查/考核/指标而增加一线无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 12:41:29.423753
FZ26080722110,关于纠正垃圾屋建设审批单位违规干预民生改造项目的投诉信,"尊敬的上级主管部门领导：

您好！我是福州市晋安区香樟林城市花园小区居民。现就本小区合规垃圾屋更新改造工作被垃圾屋建设审批单位违规干预、单方面阻挠一事，正式向贵单位反映情况，恳请予以调查处理。

一、项目背景与合规性

为积极响应2026年福州市政府工作报告中关于垃圾分类屋提质改造、城市精细化管理、人居环境品质提升的工作部署，全面落实《福建省“十五五”城市更新规划》（闽政〔2026〕9号）中“推进完整社区建设、补齐社区环卫基础设施、优化公共设施布局、以人民为中心提升居住品质”的省级工作要求，本小区业委会结合实际情况与居民生活投放习惯，经业委会全体一致审议通过、业主群公示征求意见、广大居民一致认可后，依规提出老旧垃圾屋原址更新升级申请。

本次垃圾屋更新严格对标福州市垃圾分类屋“八有八无”标准化建设规范（“八有”：有配分类管理员、有安装监控探头、有洗手排水设施、有通风排气设施、有灭菌除臭设施、有灯光照明设施、有规范分类标识、有完善管理台账；“八无”：地面无积水、内外无垃圾、门窗无灰尘、立面无乱贴、桶内无满溢、墙体无污渍、设施无损坏、屋亭无臭味），完全符合政府提质改造导向，属于纯粹服务民生、改善小区环境、优化居民生活便利度的合规民生提升项目。

二、审批单位违规干预行为

项目全程遵循民意、尊重民需、贴合民生，完全是居民自治、群众认可的正当合理诉求。但近期获悉，本小区合规垃圾屋更新工作被垃圾屋建设审批单位单方面要求搁置、不予推进。经多方了解，该审批单位并非基于政策规范、规划要求、安全理由否决项目，而是要求小区必须完全按照其个人喜好、指定方案建设，否则一律不予审批通过。

该行为存在以下严重问题：

1. 越权审批、以权谋私：审批单位的法定职责是依据规划和技术规范进行合规性审查，而非以个人审美偏好替代专业标准和群众意愿，强行指定建设方案属于典型的权力越界。
2. 漠视民意、脱离群众：项目方案经业委会全体审议、业主群公示、广大居民认可，是居民自治的合法成果。审批单位以个人喜好全盘否定群众共识，严重违背“以人民为中心”“问需于民”的基层治理核心要求。
3. 官本位思想严重、小权大用：将行政审批权异化为个人意志的推行工具，存在明显的官僚主义作风。

三、政策依据

1. 中央层面：根据中共中央办公厅、国务院办公厅《整治形式主义为基层减负若干规定》（2024年7月30日中共中央政治局会议审议批准），明确规定“形式主义、官僚主义是顽瘴痼疾，必须下大力气坚决纠治”“切实把基层从形式主义、官僚主义束缚中解脱出来”。严禁基层干部脱离群众、主观决策、漠视群众合理诉求，坚决纠治基层官僚主义、特权思想、随意干预小区正常自治事务的行为。
2. 福州市层面：依据《福州市“马上就办、真抓实干”若干规定（试行）》，明确要求“坚持服务群众和依靠群众相结合，打通直接联系服务群众‘最后一公里’”，严禁凭个人意志替代民意、以个人喜好凌驾群众需求之上。福州市长期倡导“民呼我为、接诉即办、以人为本”的基层治理理念，所有民生项目的出发点必须是便民、利民、惠民，而非满足个别工作人员的个人偏好。

四、核心诉求

垃圾屋建设服务的是全体小区居民，日常使用、环境影响、便利感受均由业主承担，理应尊重民意、尊重小区自治意见、尊重群众生活习惯。审批单位强行要求按个人喜好定方案，否则全盘否决民生改造项目，完全颠倒“服务与管理”的关系，违背“为人民服务”根本宗旨，属于典型的基层微权力滥用、官僚主义不作为、乱作为。

现正式向上级主管部门投诉，恳请：

1. 纠正审批单位以个人喜好替代民意、滥用审批职权阻挠合规民生改造的错误做法；
2. 督促审批单位依法依规履行审批职责，尊重小区居民意愿、尊重业委会合规决议、尊重省市城市更新与垃圾分类提质政策导向；
3. 恢复本小区老旧垃圾屋更新改造正常审批流程，支持小区开展合法合规的人居环境提升工作；
4. 对本次审批单位存在的官僚主义、漠视群众诉求的不正之风予以督导纠正，并明确其审批权限边界，防止类似越权行为再次发生。

恳请上级主管部门高度重视，尽快调查核实，切实维护群众合法权益，让民生工程真正惠及于民。

此致

敬礼

投诉人：晋安区香樟林城市花园小区居民",2026-08-07 15:45:01,福州市,晋安区,,形式主义为基层减负,审批单位违规干预,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['垃圾屋建设', '审批干预', '基层治理']",该投诉涉及垃圾屋建设审批单位违规干预民生改造项目，反映审批单位以个人喜好替代民意，违背了“以人民为中心”的基层治理核心要求。投诉内容表明审批单位的行为是为了应付上级检查/考核/指标而增加了基层无谓负担。,建议调取垃圾屋建设审批单位的审批流程、相关文件、会议记录等材料，以核实审批单位是否存在越权审批、以权谋私等违规干预行为。,投诉内容明确指出审批单位以个人喜好替代民意，违背了基层治理的核心要求，属于为了应付上级检查/考核/指标而增加基层无谓负担。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 12:46:34.696878
FZ26080720413,关于罗源县12345中心再次以“已转信访”为由拒绝转办本人投诉、拒不履行法定职责，损坏群众利益的投诉,"本人于2026年8月6日通过12345平台提交投诉（受理编号：FZ26080621374），就罗源县住建局、自规局、发改局、凤山镇等多个单位在西外路项目中对群众诉求敷衍塞责、损害干部形象的问题提出投诉。

2026年8月6日，罗源县12345中心以“已通过信访渠道反映（信访件编号：罗源信来信〔2026〕15号）”为由，再次拒绝将本人投诉转办至相关职能部门。

本人再次声明：本人从未主动向信访部门申请信访处理。“罗源信来信〔2026〕15号”系罗源县土地收购储备中心单方面将本人12345投诉归并后生成的编号，并非本人主动选择的救济渠道。

根据《福建省机关效能建设工作条例》第三十三条，各级机关对机关效能建设工作机构转办的投诉事项，应当及时办理并反馈办理结果，不得推诿、敷衍、拖延。罗源县12345中心以错误理由多次拒绝转办，已构成行政不作为、推诿塞责。同时，该行为严重损害了12345平台在群众心目中的公信力。

本人诉求：

1. 请福州市12345平台对罗源县12345中心履行监管职责，责令其立即将本人投诉（FZ26080621374）依法转交相关职能部门办理；
2. 对罗源县12345中心多次以“信访”为由拒绝转办、拒不履行法定职责的行为，依法依规予以处理；
3. 书面告知处理结果。
另外，答复说之前诉件相关单位依法依规作出答复，没有任何依据，纯属答非所问。（35个诉件均有本人不满意的回复，但每次他们都是答复完直接办结）凤山镇是有新的诉件没有答复，但之前的诉件并未答复本人核心诉求，就以办结的方式结束。

此件请福州市12345平台予以督办。

投诉人： 欧钗俤
联系电话： 18950226656
身份证：35012319430318001×
地址：西外路9号
日期： 2026年8月7日",2026-08-07 08:55:26,福州市,罗源县,"罗源县12345中心
罗源县12345中心",形式主义为基层减负,评比创建证明借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['行政不作为', '基层投诉', '信访渠道']",该条目反映的是12345平台在处理群众投诉时，多次以“信访”为由拒绝转办，构成行政不作为。这属于为了应付上级检查/考核/指标而增加一线无谓负担的问题。,建议调取12345平台的投诉记录、相关单位的回复记录以及行政不作为的证据，如行政不作为的文件、会议记录等。,诉求人反映12345平台多次以“信访”为由拒绝转办，构成行政不作为，属于为了应付上级检查/考核/指标而增加一线无谓负担的问题。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 12:38:36.404685
QZ26080621546,投诉：南安市洪濑镇政府处理围墙存在事实认定错误、敷衍处置 M,诉求者来电反映原工单QZ26060324085，部门已答复，现存在问题未解决：1、部门未给予实际性的办理结果，形式上敷衍；2、至今部门未有效理解本人的诉求，至今未给予处理结果，3.一次办好、两次办结、三次督办，多次反映至今未启动督办流程，要求泉州12345尽快答复。一直以第一次的答复结果作为回复、答非所问、投诉流于形式，其表示邻居先侵占土地，部门未核实土地地界权属、混淆合法自建。怀疑邻居给相关人员送礼，为何未公平公正处理，未核实土地的界限权属问题，未听取投诉方陈诉，存在单方面执法，违规执法问题。现要求恢复围墙、提级督办。望部门核实处理。,2026-08-06 19:44:31,泉州市,南安市,"南安市12345中心
南安市12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['层层加码', '一刀切']",该条目反映的是政府部门在处理投诉时存在敷衍和形式主义问题，多次反映未启动督办流程，且存在答非所问和不公平公正处理的情况。这表明为了应付上级检查或考核，基层干部的负担被增加。,建议调取政府部门的督办流程记录、相关投诉工单记录、以及与基层干部的谈话记录，以核实是否存在形式主义为基层增加负担的情况。,投诉内容涉及基层干部在处理投诉时存在敷衍和形式主义问题，且多次反映未启动督办流程，表明为了应付上级检查或考核，基层干部的负担被增加。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:48:14.567530
QZ26080621527,霞美镇 镇政府 工作人员不作为。乱作为。,"请介入调查霞美镇人民政府在12345平台 （诉求编号：QZ26062521072 ）作虚假回复、以及工作人员电话要求撤件并带威胁施压的问题。我有通话录音可随时提供，请追究相关责任人不作为、乱作为、干扰群众正常诉求的纪律责任。基层若此风一长，群众再无渠道反映真实问题。

霞美镇人民政府回复与事实严重不符：该镇在12345平台回复称“此前相关部门已经牵头为双方开展过协商……”，此说法完全虚假。事实是：火灾发生后，村里无人重视、无人组织协调，更无上级单位主动牵头调解。根本不存在所谓“协商过但未达成共识”的情况。该回复属于典型的不实陈述、敷衍塞责。

工作人员电话施压、带有威胁意味，要求撤回12345诉求：霞美镇人民政府相关人员曾致电与我沟通，我在通话中有完整录音。通话中对方明确要求我撤回已在12345平台的投诉文件，且言语间带有威胁、施压成分，一听即知是不作为、怕曝光、怕追责的心态，企图通过让受害者“撤件消音”来掩盖其失职。",2026-08-06 19:22:49,泉州市,南安市,"南安市12345中心
南安市12345中心",形式主义为基层减负,评比创建/证明/借调,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['评比创建', '证明', '借调']",该条目反映的是霞美镇人民政府在处理群众诉求时存在虚假回复、威胁施压等问题，属于评比创建/证明/借调类形式主义。基层干部在处理群众诉求时受到上级考核压力，导致不作为、乱作为，增加了基层负担。,建议调取霞美镇人民政府的回复记录、通话录音等材料，找相关工作人员谈话，核实是否存在虚假回复和威胁施压的情况。,该条目反映的是基层干部在处理群众诉求时受到上级考核压力，导致不作为、乱作为，增加了基层负担，属于评比创建/证明/借调类形式主义。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:48:47.715055
FJ26080620070,关于孤独症初筛任务基数以2025年年报数直接作为2026年初筛任务基数严重虚高，不符合实际反映,"内容：
近日收到关于孤独症儿童初筛工作的通知，要求以2025年妇幼健康年报7岁以下儿童数作为2026年“0-6岁儿童预估数”依据，并要求各乡镇于9月份完成初筛任务数100%。现结合基层实际，反映以下问题：

一、任务基数与实际应筛人群严重不符
通知要求采用2025年妇幼年报7岁以下儿童数，而孤独症初筛对象为2020年1月1日及以后出生的儿童。将2019年出生儿童要去除，近年来出生人口呈下降趋势，去除2019年出生人数后，实际可筛儿童明显少于往年。以2025年年报数直接作为2026年初筛任务基数，导致任务数虚高，脱离实际人数，市卫健委是否在暗示基层工作者要作假？是否与“应筛尽筛”的真实范围脱节？市卫健委能否走出办公室，看看实际情况？市卫健委的依旧是什么？

二、工作导向问题
当前安排更像是优先保证报表数据“完整、漂亮”，而非立足实际便民、科学推进。任务基数脱离真实应筛人群，基层只能在“完成任务”和“规范执行”之间两难。这种做法增加基层压力，也影响数据真实性和后续追访质量。

建议：
1.重新核实并调整任务基数，按2020年1月1日及以后出生、且达到应筛年龄的实际儿童数下达任务；
2.给予合理工作节奏，确保质量而非单纯追求完成率。",2026-08-06 09:46:41,泉州市,,泉州市卫生健康委员会,形式主义为基层减负,台账留痕迎检,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['台账留痕迎检', '任务基数虚高']",该条目反映的是任务基数与实际不符，导致基层压力增加，且工作导向偏向报表数据完整，而非实际工作质量。这表明为了应付上级检查而增加了基层负担。,建议调取2025年妇幼健康年报数据、2026年初筛任务基数下达文件、基层工作日志等材料，以核实任务基数虚高和工作导向问题。,该条目反映了任务基数与实际不符，导致基层压力增加，且工作导向偏向报表数据完整，而非实际工作质量。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:45:40.993179
XM26080620366,投诉市、海沧区两级12345未落实闽政办〔2016〕179号督办规定，长期草率办结群众不满意工单，恳请市政府、市机关效能办提级介入严查,"厦门市12345、海沧区12345两级热线处理本人多件诉求时，均仅简单以承办部门已出具“依法依规答复”为由直接办结工单，完全无视本人长期、多次标注的不满意评价，仅机械流转工单，拒不履行平台监督、跟踪督办法定职责。
 
依据闽政办〔2016〕179号文件明确要求，群众多次持续反映诉求、对处置结果长期不满意的事项，应当纳入重点督办事项闭环处置。本人数千次实名反馈范心琪事业单位招录相关问题，每笔工单均同步上传录音、书面档案等充足完整证据材料，但市、区两级12345平台长期只做单向转派，拒不按文件规定启动专项督办与整改核查。
其中海沧区教育局历次答复均答非所问、刻意避重就轻，企图依靠后期新修订的体检标准掩盖当事人早年入职隐瞒病史、违规聘用的既定违纪事实，严重违背法不溯及既往基本原则；海沧区人民政府未尽属地监管责任，厦门市人社局、厦门市信访局未履行行业督查、信访督办职责，多方放任基层单位敷衍回避案件核心争议，致使群众诉求长年循环空转、无法实质化解。
 
现郑重提出四点处置要求：
1、责令厦门市12345、海沧区12345严格落实闽政办〔2016〕179号全部条款，将本人所有相关历史工单统一列为重点督办事项，全程跟踪督办整改；
2、本次诉求同步分流转派至厦门市信访局、厦门市人社局、海沧区人民政府、海沧区教育局四家单位协同核查处置；
3、督办四家单位调取全套原始人事招录档案，全面重新核查全案事实，逐项正面回应本人全部核心争议诉求，严禁再次出现答非所问、避重就轻的敷衍式答复；
4、针对本次全程督办流程、各单位重新核查处置完整结果，向本人出具规范正式的书面反馈材料。",2026-08-06 09:06:16,厦门市,海沧区,"厦门市12345中心
厦门市12345中心",形式主义为基层减负,层层加码/一刀切,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,"['群众投诉', '工单处理', '督办规定']",该条目反映的是厦门市12345热线处理群众诉求时，仅简单以承办部门已出具“依法依规答复”为由直接办结工单，完全无视群众长期、多次标注的不满意评价，仅机械流转工单，拒不履行平台监督、跟踪督办法定职责。这反映了为了应付上级检查/考核/指标而增加一线无谓负担的情况。,建议调取厦门市12345热线的工单处理记录，查看是否存在仅机械流转工单而不进行实质处理的情况；同时，可以找相关工作人员了解具体处理流程和原因。,投诉内容主要集中在厦门市12345热线处理群众诉求时，仅简单以承办部门已出具“依法依规答复”为由直接办结工单，完全无视群众长期、多次标注的不满意评价，仅机械流转工单，拒不履行平台监督、跟踪督办法定职责。这反映了为了应付上级检查/考核/指标而增加一线无谓负担的情况。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:47:30.705081
FJ26080520223,举报福州市鼓楼区政府刘用全负责人信访数据造假、督办空转、堵截网上信访、失职渎职,"事件地点：数据造假罪加一等！福建省福州市鼓楼区政府（鼓楼区政府请收敛）知法犯法长期对我投诉件删除修改？


实名投诉：鼓楼区委书记刘用全纵容造假堵截信访通道
鼓楼区信访配合造假堵截，督办空转。恳请中纪委严查刘用全失管纵容造假，彻查堵截黑幕并严肃问责。

国信平台异常波及鼓楼区，暴露属地监管失控。
4月24日18:00至25日8:00公告维护。25日22:07我点开平台，仍显示24日旧公告，通道锁死。
26日8点后投递，至17:03仍显24日公告，服务未开。
更奇葩的是，维护未到18:00平台提前发布维护公告，公然造假。

4月25日晚至26日17:03，公告不撤、通道锁死、提前造假，行为恶劣、固定异常。
到今天26日17:03打开依然是周五公告，天大笑话，腐败公开叫板吗？

非技术故障，实为后台手动操作、内鬼上阵，蓄意阻断群众信访权利。
鼓楼区作为属地，刘用全身为第一责任人，对此恶性造假、通道堵截视而不见，监管严重失责，基层信访沦为摆设，损害政府公信力。",2026-08-05 22:10:42,福州市,鼓楼区,"鼓楼区12345中心
鼓楼区12345中心",形式主义为基层减负,台账/留痕/数据造假,为了应付上级检查/考核/指标而增加一线无谓负担,0.9,['台账/留痕/数据造假'],该条目反映的是关于鼓楼区政府在国信平台上的数据造假、督办空转、堵截网上信访等问题，涉及为了应付上级检查/考核/指标而增加一线无谓负担的情况。投诉内容主要集中在对政府工作人员不作为的不满，以及对信访渠道的堵塞，反映了基层信访工作被形式主义所困扰。,建议调取国信平台的后台操作记录，查看是否有手动修改公告、封锁信访通道等行为；询问相关工作人员是否存在为了应付上级检查而进行数据造假的情况。,该条目涉及为了应付上级检查/考核/指标而增加一线无谓负担的具体情况，属于台账/留痕/数据造假类型。,qwen2.5vl:7b,full,HIGH,[],2026-08-09 11:09:57.735493
